,Player_Name,Year,Rounds,Avg_Score,Wins,Top_10,Points,Fairway_Pct,Avg_Drive_Distance,GIR_Pct,Scrambling_Pct,Avg_SG_Putts,Avg_SG_OTT,Avg_SG_APP,Avg_SG_Total,Earnings
186,Derek Fathauer,2018,84,71.827,0,1.0,316.0,53.27,289.1,60.35,54.99,0.363,-0.757,-0.365,-0.807,"$708,712 "
187,Peter Uihlein,2018,83,70.578,0,4.0,593.0,52.93,302.2,67.88,57.87,0.021,0.132,-0.04,0.268,"$1,797,715 "
188,Phil Mickelson,2018,90,70.098,1.0,6.0,1546.0,52.91,300.3,64.88,58.36,0.51,-0.225,0.555,0.931,"$4,595,187 "
189,Kevin Tway,2018,110,70.8,0,3.0,577.0,52.61,310.1,66.88,56.77,0.052,0.271,0.032,0.329,"$1,379,544 "
190,Ollie Schniederjans,2018,91,70.641,0,3.0,573.0,52.22,301.4,62.77,56.95,0.325,-0.41,0.09,0.254,"$1,303,610 "
191,Cameron Tringale,2018,67,72.146,0,0,88.0,51.99,289.3,65.52,55.24,-0.104,-1.351,0.348,-1.019,"$179,459 "
192,Ricky Barnes,2018,65,71.663,0,1.0,164.0,47.15,290.6,63.75,57.4,0.338,-1.019,0.059,-0.365,"$340,591 "
193,Ryan Armour,2017,63,70.965,0,1.0,222.0,72.73,278.8,69.96,58.31,-0.029,0.02,0.121,0.107,"$443,006 "
194,Boo Weekley,2017,75,71.476,0,1.0,173.0,71.67,289.9,68.65,56.31,-0.954,0.634,0.425,-0.323,"$416,929 "
195,Brian Stuard,2017,93,71.72,0,0,285.0,71.49,272.3,63.59,57.99,-0.137,-0.34,0.171,-0.343,"$588,806 "
196,Jim Furyk,2017,54,71.071,0,1.0,232.0,70.75,270.1,65.72,61.03,0.187,-0.491,0.492,-0.023,"$558,097 "
197,Chez Reavie,2017,98,70.244,0,3.0,666.0,70.53,284.8,66.91,63.28,0.417,0.121,0.375,0.762,"$1,819,207 "
198,William McGirt,2017,89,71.151,0,3.0,499.0,70.06,284.8,67.23,57.08,-0.025,0.257,-0.193,-0.067,"$1,225,005 "
199,Francesco Molinari,2017,75,69.802,0,5.0,1010.0,69.8,291.9,67.22,62.95,-0.089,0.483,0.842,1.418,"$2,875,850 "
200,Zac Blair,2017,105,71.007,0,1.0,364.0,69.7,272.7,64.7,65.5,0.035,-0.155,-0.141,-0.044,"$788,352 "
201,Síren Kjeldsen,2017,58,71.39,0,1.0,283.0,69.21,273.6,62.02,51.64,0.473,-0.424,-0.09,-0.182,"$722,913 "
202,Graeme McDowell,2017,56,70.629,0,0,331.0,69.15,279.0,62.55,58.52,0.563,0.085,-0.036,0.572,"$639,770 "
203,Jim Herman,2017,77,70.931,0,2.0,553.0,69.02,292.5,68.07,56.15,-0.127,0.422,0.143,0.368,"$1,205,632 "
204,Ken Duke,2017,77,72.078,0,0,98.0,68.62,274.2,63.69,56.47,-0.452,-0.179,-0.256,-0.887,"$225,907 "
205,Kyle Stanley,2017,104,69.989,1.0,5.0,1204.0,68.55,296.5,70.39,58.35,-0.309,0.659,0.562,0.951,"$3,402,106 "
206,Vaughn Taylor,2017,90,71.044,0,0,369.0,68.28,282.4,66.67,60.52,0.139,-0.001,0.135,0.106,"$797,385 "
207,Steve Wheatcroft,2017,51,71.577,0,1.0,138.0,68.24,280.5,60.99,63.64,0.479,0.259,-0.953,-0.162,"$309,518 "
208,Ben Crane,2017,86,71.091,0,1.0,281.0,67.97,278.5,65.68,59.02,-0.155,-0.15,-0.024,-0.223,"$618,483 "
209,Ryan Moore,2017,82,70.741,0,2.0,671.0,67.9,288.0,65.05,56.74,-0.017,-0.006,0.498,0.301,"$1,751,851 "
210,Spencer Levin,2017,89,71.516,0,1.0,201.0,67.82,279.0,65.56,61.1,0.03,-0.161,-0.195,-0.4,"$469,730 "
211,Steven Alker,2017,69,71.638,0,0,121.0,67.54,276.9,65.17,59.75,-0.309,-0.289,-0.212,-0.412,"$218,681 "
212,Chad Campbell,2017,97,70.509,0,3.0,616.0,67.21,285.6,69.07,64.63,-0.286,0.041,0.506,0.405,"$1,329,941 "
213,Alex Cejka,2017,85,71.461,0,1.0,276.0,67.19,282.1,66.45,61.08,-0.359,-0.02,-0.2,-0.452,"$618,171 "
214,Russell Knox,2017,75,70.765,0,4.0,669.0,67.09,288.0,66.58,57.46,-0.349,0.102,0.181,-0.144,"$1,643,924 "
215,Kevin Kisner,2017,105,70.294,1.0,7.0,1612.0,67.0,288.7,66.43,62.5,0.388,0.257,0.334,1.148,"$4,766,936 "
216,David Hearn,2017,93,71.107,0,2.0,359.0,66.75,281.0,64.71,61.85,-0.052,-0.175,0.016,-0.096,"$800,710 "
217,Zach Johnson,2017,81,70.393,0,4.0,839.0,66.54,286.8,64.16,60.08,0.417,-0.005,-0.007,0.584,"$2,362,968 "
218,Keegan Bradley,2017,104,70.437,0,5.0,794.0,66.23,299.4,68.93,59.49,-0.216,0.625,0.139,0.629,"$1,940,478 "
219,K.J. Choi,2017,72,71.618,0,0,143.0,66.23,282.2,63.05,60.36,0.176,-0.141,-0.511,-0.264,"$292,716 "
220,Roberto Castro,2017,70,71.808,0,0,164.0,66.2,280.2,63.89,60.14,-0.447,-0.244,0.099,-0.479,"$367,362 "
221,Kevin Streelman,2017,90,70.873,0,2.0,541.0,66.01,294.0,66.67,60.04,-0.281,0.292,0.197,0.169,"$1,313,327 "
222,Richy Werenski,2017,81,71.171,0,3.0,423.0,65.92,291.2,67.42,60.6,0.0,0.203,-0.123,-0.223,"$890,262 "
223,D.A. Points,2017,68,71.315,1.0,1.0,435.0,65.83,278.1,66.83,55.67,-0.478,-0.436,0.421,-0.406,"$893,700 "
224,Chris Stroud,2017,67,70.815,1.0,3.0,627.0,65.7,286.8,66.2,59.33,-0.126,-0.094,0.173,0.013,"$1,308,445 "
225,Tim Wilkinson,2017,64,70.95,0,0,233.0,65.68,279.5,63.98,62.77,0.009,-0.289,-0.31,-0.053,"$411,459 "
226,Webb Simpson,2017,102,70.018,0,4.0,1058.0,65.51,286.2,65.26,65.15,0.049,-0.036,0.503,0.945,"$3,209,646 "
227,Brian Gay,2017,82,70.585,0,3.0,426.0,65.47,278.7,63.53,62.3,0.451,-0.417,-0.006,0.282,"$942,372 "
228,Matt Kuchar,2017,95,69.806,0,6.0,1260.0,65.36,285.1,66.6,65.78,0.332,0.158,0.253,1.106,"$4,282,489 "
229,Lucas Glover,2017,93,70.139,0,4.0,706.0,65.31,298.1,70.08,60.13,-0.026,0.502,0.301,0.933,"$1,955,822 "
230,Emiliano Grillo,2017,90,70.798,0,2.0,518.0,65.29,293.0,67.06,56.55,-0.173,0.368,0.281,0.455,"$1,567,015 "
231,Kyle Reifers,2017,96,71.587,0,0,241.0,65.15,286.1,65.97,58.44,-0.276,-0.023,-0.337,-0.418,"$454,570 "
232,J.J. Spaun,2017,92,70.999,0,3.0,510.0,65.11,291.5,67.12,59.14,-0.027,0.316,-0.122,-0.072,"$1,122,611 "
233,Rory Sabbatini,2017,71,70.883,0,1.0,375.0,64.91,291.6,67.35,58.38,-0.357,0.308,0.146,0.125,"$741,617 "
234,Shane Lowry,2017,52,70.667,0,1.0,361.0,64.86,295.1,67.53,55.51,0.479,0.582,0.231,1.088,"$831,411 "
235,Martin Laird,2017,83,70.45,0,5.0,676.0,64.82,296.1,65.61,60.94,0.253,0.235,0.139,0.811,"$1,759,706 "
236,Rick Lamb,2017,54,71.978,0,1.0,269.0,64.81,298.0,66.89,54.03,-0.254,0.686,-0.578,-0.824,"$524,372 "
237,Sam Saunders,2017,76,70.921,0,2.0,354.0,64.69,293.6,65.24,58.45,0.138,0.348,-0.136,0.071,"$678,117 "
238,Brett Stegmaier,2017,78,72.115,0,0,131.0,64.66,288.7,66.74,50.11,-0.514,-0.141,-0.117,-1.265,"$271,031 "
239,John Huh,2017,92,70.851,0,2.0,382.0,64.09,287.1,65.78,63.65,0.124,-0.049,-0.02,0.099,"$767,575 "
240,Chris Kirk,2017,89,71.255,0,3.0,467.0,63.93,287.0,66.73,54.73,-0.074,-0.315,0.101,-0.228,"$1,216,047 "
241,Scott Brown,2017,95,70.932,0,2.0,646.0,63.89,289.0,64.35,59.08,0.276,0.143,-0.225,-0.068,"$1,748,324 "
242,Graham DeLaet,2017,82,70.376,0,6.0,640.0,63.68,301.1,68.57,56.51,0.291,0.486,0.427,0.768,"$1,603,666 "
243,C.T. Pan,2017,88,71.109,0,3.0,527.0,63.68,287.1,67.53,60.29,-0.013,0.052,-0.092,-0.084,"$1,267,649 "
244,Jason Bohn,2017,75,72.133,0,0,73.0,63.67,275.9,63.15,57.11,-0.133,-0.685,-0.246,-1.141,"$165,910 "
245,Ben Martin,2017,86,70.954,0,2.0,378.0,63.67,291.7,66.6,58.53,-0.044,0.138,0.297,0.163,"$850,319 "
246,Miguel Angel Carballo,2017,63,72.363,0,0,81.0,63.61,288.1,64.91,54.72,-0.32,0.139,-1.035,-1.358,"$186,623 "
247,Paul Casey,2017,94,69.469,0,6.0,1135.0,63.46,297.0,69.96,64.52,0.133,0.349,0.939,1.537,"$3,906,974 "
248,Hunter Mahan,2017,73,71.811,0,0,130.0,63.4,294.5,64.55,58.06,0.268,0.376,-0.886,-0.568,"$277,235 "
249,Juliíçn Etulain,2017,68,71.338,0,1.0,220.0,63.34,293.5,66.75,58.62,0.078,-0.035,-0.292,-0.307,"$448,214 "
250,Jason Dufner,2017,89,70.259,1.0,2.0,1126.0,63.3,294.5,67.15,57.72,-0.001,0.268,0.519,0.734,"$3,310,341 "
251,Rickie Fowler,2017,78,69.083,1.0,9.0,1832.0,63.29,300.5,66.98,62.85,0.852,0.378,0.408,1.875,"$6,083,197 "
252,Johnson Wagner,2017,71,71.429,0,2.0,321.0,63.18,288.1,66.93,55.73,0.12,-0.081,-0.088,-0.336,"$685,306 "
253,James Hahn,2017,96,70.925,0,4.0,711.0,63.14,293.9,66.09,60.58,0.036,0.177,0.016,0.26,"$1,841,314 "
254,Peter Malnati,2017,91,71.399,0,0,182.0,63.1,282.3,62.48,61.5,0.451,-0.262,-0.563,-0.184,"$358,541 "
255,Adam Hadwin,2017,98,70.583,1.0,5.0,1347.0,62.85,290.7,64.89,63.47,0.409,0.003,0.183,0.64,"$3,455,012 "
256,Russell Henley,2017,99,70.027,1.0,4.0,1129.0,62.79,297.6,67.32,57.22,0.434,0.31,0.196,0.917,"$3,413,876 "
257,Danny Lee,2017,93,70.86,0,4.0,697.0,62.72,291.1,66.1,55.43,0.247,0.037,0.304,0.325,"$1,611,331 "
258,Daniel Summerhays,2017,100,71.197,0,1.0,348.0,62.69,286.9,63.02,56.76,0.11,-0.05,-0.062,0.146,"$826,124 "
259,Jonathan Randolph,2017,68,71.642,0,1.0,221.0,62.67,287.2,62.71,56.82,-0.076,0.03,-0.221,-0.506,"$511,032 "
260,Geoff Ogilvy,2017,80,71.056,0,1.0,390.0,62.59,286.5,65.51,60.85,0.043,-0.064,-0.327,-0.152,"$867,249 "
261,J.J. Henry,2017,92,71.164,0,2.0,365.0,62.58,294.1,69.44,56.66,-0.43,0.208,0.05,-0.172,"$734,874 "
262,Ian Poulter,2017,72,70.045,0,2.0,760.0,62.55,283.5,64.46,67.36,0.025,-0.162,0.573,0.936,"$2,098,346 "
263,Brendan Steele,2017,89,70.503,1.0,4.0,1226.0,62.28,299.9,67.29,60.51,-0.013,0.387,0.411,0.77,"$2,907,095 "
264,David Lingmerth,2017,79,70.755,0,1.0,437.0,62.12,289.8,62.83,58.53,0.484,-0.032,0.054,0.373,"$1,070,754 "
265,Brian Harman,2017,104,70.402,1.0,7.0,1557.0,62.07,289.6,63.19,62.74,0.6,0.015,-0.198,0.581,"$4,396,470 "
266,Brandt Snedeker,2017,53,70.055,0,4.0,663.0,61.98,280.8,66.06,64.06,0.572,-0.311,0.503,0.862,"$1,625,806 "
267,Fabiíçn Gí_mez,2017,61,71.61,0,0,168.0,61.81,285.1,64.69,58.67,-0.006,0.022,-0.429,-0.407,"$332,352 "
268,Michael Thompson,2017,60,71.207,0,1.0,278.0,61.72,284.8,63.69,58.74,0.84,-0.431,-0.373,-0.173,"$568,991 "
269,Nick Taylor,2017,97,70.817,0,4.0,532.0,61.66,291.6,66.14,61.83,-0.191,0.168,0.053,0.151,"$1,255,259 "
270,Blayne Barber,2017,77,71.163,0,1.0,381.0,61.62,291.2,67.61,55.8,0.402,0.041,-0.123,0.013,"$823,082 "
271,Patrick Cantlay,2017,52,69.971,0,2.0,578.0,61.47,298.9,69.21,60.15,0.159,0.623,0.467,1.269,"$2,049,632 "
272,Pat Perez,2017,93,70.25,1.0,5.0,1461.0,61.46,290.6,66.04,63.38,0.346,-0.147,0.222,0.877,"$4,361,400 "
273,Sergio Garcia,2017,65,69.596,1.0,2.0,1085.0,61.08,300.9,69.73,61.39,-0.311,0.795,0.378,0.941,"$3,522,476 "
274,Ryan Blaum,2017,100,70.866,0,2.0,434.0,60.94,284.1,65.28,60.0,0.334,-0.198,-0.032,0.047,"$962,768 "
275,Rod Pampling,2017,71,71.861,1.0,1.0,630.0,60.83,287.8,64.01,52.83,-0.518,-0.11,-0.231,-0.677,"$1,539,422 "
276,Troy Merritt,2017,82,71.398,0,1.0,265.0,60.79,289.8,64.71,58.51,-0.017,-0.118,-0.018,-0.146,"$569,682 "
277,Brett Drewitt,2017,57,72.13,0,0,95.0,60.73,286.4,64.78,59.23,-0.457,-0.209,-0.314,-1.035,"$184,388 "
278,Billy Hurley III,2017,80,71.176,0,1.0,333.0,60.57,276.9,63.61,58.78,0.374,-0.812,0.432,0.11,"$719,579 "
279,Shawn Stefani,2017,72,70.983,0,1.0,188.0,60.53,294.0,67.48,59.55,-0.057,0.01,-0.119,-0.043,"$404,377 "
280,Kevin Na,2017,86,70.399,0,4.0,584.0,60.46,283.6,65.46,62.06,0.265,-0.406,0.631,0.755,"$1,728,351 "
281,Mark Hubbard,2017,81,71.871,0,0,124.0,60.41,282.7,65.39,58.57,-0.2,-0.539,0.101,-0.702,"$267,968 "
282,Morgan Hoffmann,2017,92,71.107,0,1.0,565.0,60.39,293.9,63.57,60.14,0.078,0.165,-0.419,-0.06,"$1,278,568 "
283,Rafa Cabrera Bello,2017,63,70.693,0,4.0,615.0,60.33,291.0,62.6,60.74,0.473,-0.223,-0.171,0.101,"$1,934,675 "
284,Hudson Swafford,2017,94,70.618,1.0,4.0,921.0,60.27,305.1,68.21,55.53,-0.005,0.454,0.202,0.314,"$2,246,090 "
285,Cameron Percy,2017,71,71.03,0,1.0,291.0,60.18,292.5,69.91,60.23,-0.205,-0.019,0.266,-0.082,"$623,694 "
286,Jonas Blixt,2017,74,71.283,1.0,1.0,578.0,60.1,288.8,61.51,58.56,0.536,-0.3,-0.614,-0.341,"$1,408,288 "
287,Kelly Kraft,2017,75,71.491,0,3.0,672.0,60.06,291.9,63.15,53.5,-0.157,-0.205,0.159,-0.681,"$1,638,045 "
288,Daniel Berger,2017,91,70.121,1.0,6.0,1623.0,60.02,296.5,66.93,62.8,0.149,0.282,0.57,1.032,"$4,287,161 "
289,Louis Oosthuizen,2017,69,70.22,0,3.0,956.0,59.98,295.2,65.13,62.91,0.53,0.301,0.215,1.179,"$3,105,422 "
290,Mark Anderson,2017,54,71.5,0,1.0,98.0,59.97,283.8,65.6,61.18,-0.016,-0.149,-0.241,-0.325,"$188,806 "
291,Sean O'Hair,2017,84,70.801,0,5.0,707.0,59.91,297.2,66.19,57.52,0.107,0.252,0.118,0.422,"$1,873,856 "
292,Bud Cauley,2017,92,70.432,0,5.0,666.0,59.83,296.0,67.38,59.21,-0.273,0.264,0.588,0.561,"$1,553,685 "
293,Anirban Lahiri,2017,72,70.799,0,2.0,667.0,59.82,297.0,63.43,55.06,-0.336,0.234,-0.143,-0.186,"$1,944,289 "
294,Greg Chalmers,2017,75,71.758,0,0,156.0,59.8,278.0,59.86,59.26,0.316,-0.496,-0.529,-0.533,"$344,631 "
295,Billy Horschel,2017,88,70.832,1.0,4.0,1068.0,59.8,299.5,68.19,54.47,0.084,0.224,0.02,0.138,"$2,697,960 "
296,Tyrone Van Aswegen,2017,105,71.181,0,1.0,407.0,59.79,287.2,66.38,58.94,-0.32,-0.067,0.084,-0.217,"$806,410 "
297,Michael Kim,2017,94,70.707,0,1.0,483.0,59.71,289.6,65.68,58.81,0.229,-0.247,0.158,0.247,"$1,018,204 "
298,Sung Kang,2017,104,70.496,0,3.0,798.0,59.65,296.4,66.07,56.98,0.154,0.255,0.251,0.478,"$1,943,309 "
299,Mackenzie Hughes,2017,106,71.044,1.0,2.0,974.0,59.63,294.3,64.74,58.64,0.492,0.021,-0.404,0.172,"$2,355,553 "
300,Harold Varner III,2017,101,70.966,0,1.0,375.0,59.61,302.4,67.68,56.94,-0.402,0.262,0.33,0.109,"$918,779 "
301,Bubba Watson,2017,71,71.175,0,3.0,397.0,59.58,305.6,63.02,55.67,-0.187,0.647,-0.175,0.116,"$1,223,129 "
302,Robert Garrigus,2017,78,70.712,0,3.0,448.0,59.52,300.7,69.52,54.94,-0.456,0.422,0.477,0.253,"$880,905 "
303,Jordan Spieth,2017,85,68.846,3.0,8.0,2671.0,59.48,295.0,69.97,61.75,0.278,0.321,0.896,1.988,"$9,433,033 "
304,Scott Piercy,2017,70,71.235,0,4.0,532.0,59.32,295.1,66.84,50.0,-0.526,0.19,0.311,-0.214,"$1,317,452 "
305,Chad Collins,2017,66,71.77,0,2.0,305.0,59.31,281.4,60.93,63.07,0.079,-0.573,-0.254,-0.454,"$693,743 "
306,Jason Kokrak,2017,95,70.961,0,1.0,490.0,59.26,305.7,66.97,54.9,-0.405,0.607,0.077,0.073,"$1,173,708 "
307,J.T. Poston,2017,95,70.982,0,1.0,340.0,59.24,294.8,65.69,59.62,-0.117,0.156,0.053,0.079,"$662,565 "
308,Gary Woodland,2017,94,70.482,0,5.0,1052.0,58.9,306.9,69.35,58.21,-0.381,0.431,0.571,0.692,"$2,980,225 "
309,Jon Rahm,2017,90,69.561,1.0,7.0,1754.0,58.61,305.8,68.79,63.74,0.256,0.949,0.515,1.871,"$6,123,248 "
310,Justin Rose,2017,66,69.699,0,4.0,996.0,58.48,300.4,68.19,59.44,-0.063,0.559,0.363,1.268,"$4,245,308 "
311,Brian Campbell,2017,55,71.924,0,0,132.0,58.2,296.0,63.29,56.68,0.385,0.063,-0.75,-0.428,"$237,537 "
312,Branden Grace,2017,70,70.862,0,2.0,510.0,58.19,290.6,66.2,61.28,-0.248,0.18,0.173,0.283,"$1,315,054 "
313,Tag Ridings,2017,67,71.176,0,1.0,237.0,58.18,301.6,65.91,57.73,0.203,0.295,-0.356,0.03,"$489,927 "
314,Cameron Tringale,2017,89,71.343,0,3.0,337.0,58.15,280.9,64.39,58.83,0.125,-0.75,0.089,-0.14,"$792,814 "
315,Bill Haas,2017,92,70.011,0,3.0,946.0,58.05,292.3,67.28,63.1,0.055,-0.047,0.399,0.763,"$2,842,173 "
316,Bryson DeChambeau,2017,91,70.866,1.0,2.0,836.0,58.04,299.1,65.77,57.65,-0.193,0.42,-0.02,0.243,"$1,817,054 "
317,Wesley Bryan,2017,95,71.062,1.0,5.0,1046.0,57.89,279.6,60.92,61.5,0.34,-0.899,0.421,0.167,"$2,495,751 "
318,Retief Goosen,2017,52,71.425,0,1.0,205.0,57.79,291.8,63.89,60.2,-0.425,-0.001,0.009,-0.39,"$414,363 "
319,Charley Hoffman,2017,112,70.351,0,7.0,1498.0,57.72,298.3,66.13,56.78,-0.012,0.586,0.349,0.78,"$4,161,008 "
320,Xander Schauffele,2017,96,70.163,1.0,3.0,988.0,57.68,306.3,67.74,56.95,0.402,0.554,0.011,0.724,"$4,312,674 "
321,Marc Leishman,2017,94,69.468,1.0,5.0,1324.0,57.64,298.1,67.38,60.99,0.356,0.319,0.41,1.424,"$5,866,391 "
322,Kevin Chappell,2017,95,70.779,1.0,4.0,1015.0,57.61,304.7,65.05,56.56,-0.303,0.442,0.294,0.459,"$3,149,615 "
323,Hideki Matsuyama,2017,83,69.624,3.0,7.0,2869.0,57.61,302.9,69.14,61.25,-0.345,0.508,0.758,1.058,"$8,380,570 "
324,Bryce Molder,2017,74,71.817,0,0,109.0,57.6,277.0,61.79,59.14,0.383,-1.098,-0.431,-0.846,"$216,892 "
325,Robert Streb,2017,98,70.7,0,2.0,577.0,57.58,294.3,65.19,58.91,0.003,-0.159,-0.072,0.078,"$1,588,287 "
326,Tony Finau,2017,106,69.987,0,6.0,1024.0,57.53,309.2,68.96,59.38,-0.133,0.826,0.39,1.147,"$2,838,629 "
327,Jhonattan Vegas,2017,95,71.054,1.0,3.0,1023.0,57.28,300.8,65.91,58.15,-0.413,0.394,0.172,0.174,"$2,944,738 "
328,Matt Jones,2017,64,70.719,0,0,248.0,57.09,302.6,63.1,63.17,0.17,0.073,-0.468,0.278,"$510,622 "
329,Scott Stallings,2017,81,70.811,0,3.0,438.0,57.04,297.6,67.89,55.51,-0.32,0.049,0.375,0.02,"$955,337 "
330,Ryan Palmer,2017,61,71.116,0,3.0,336.0,56.94,303.1,65.9,57.83,-1.159,0.533,0.555,-0.127,"$772,560 "
331,Byeong Hun An,2017,77,70.887,0,3.0,468.0,56.76,299.9,64.52,55.93,-0.375,0.524,0.369,0.617,"$1,236,090 "
332,Dominic Bozzelli,2017,69,71.49,0,3.0,394.0,56.57,294.4,61.97,57.75,-0.033,0.051,-0.342,-0.449,"$868,519 "
333,Jamie Lovemark,2017,98,70.391,0,4.0,787.0,56.54,304.5,65.94,60.11,-0.017,0.319,0.183,0.709,"$1,886,972 "
334,Patrick Reed,2017,107,70.453,0,3.0,896.0,56.52,295.3,62.09,60.92,0.577,0.199,-0.049,0.893,"$3,055,111 "
335,Luke Donald,2017,50,70.831,0,1.0,424.0,56.5,278.5,61.92,59.88,0.704,-1.001,-0.078,0.047,"$958,850 "
336,Dustin Johnson,2017,77,69.549,3.0,7.0,2466.0,56.44,314.4,69.61,62.63,0.019,1.071,0.67,1.972,"$8,732,193 "
337,Brad Fritsch,2017,56,71.855,0,0,74.0,56.4,288.3,64.21,56.42,-0.596,-0.432,0.235,-0.719,"$166,440 "
338,Cameron Smith,2017,86,70.909,1.0,4.0,847.0,56.26,292.6,63.14,58.64,0.084,-0.13,0.149,0.502,"$2,123,216 "
339,Nicholas Lindheim,2017,58,72.205,0,0,93.0,56.19,287.1,65.67,56.65,0.336,-0.733,-0.578,-1.285,"$175,107 "
340,Grayson Murray,2017,94,71.064,1.0,2.0,638.0,56.01,308.2,63.95,53.77,-0.082,0.353,-0.032,0.064,"$1,468,728 "
341,Tom Hoge,2017,54,71.326,0,2.0,187.0,55.99,285.1,66.06,60.14,0.019,-0.352,0.235,-0.274,"$373,092 "
342,Adam Scott,2017,58,69.996,0,4.0,642.0,55.99,306.1,66.87,59.28,-0.097,0.524,0.536,1.066,"$1,695,144 "
343,Jimmy Walker,2017,68,71.155,0,1.0,439.0,55.97,295.7,63.75,57.92,0.135,-0.258,0.518,0.355,"$1,101,162 "
344,Si Woo Kim,2017,80,72.253,1.0,2.0,839.0,55.92,288.4,58.84,55.13,-0.392,-0.236,-0.447,-1.222,"$2,681,177 "
345,Andres Gonzales,2017,73,71.112,0,1.0,226.0,55.75,299.2,67.71,61.85,0.023,-0.104,-0.089,0.02,"$422,078 "
346,Nick Watney,2017,75,70.685,0,1.0,386.0,55.67,300.9,66.43,58.99,-0.113,-0.063,0.585,0.171,"$824,162 "
347,Luke List,2017,102,70.428,0,3.0,741.0,55.63,311.5,69.1,56.33,-0.426,0.6,0.443,0.691,"$1,813,219 "
348,Derek Fathauer,2017,81,71.568,0,2.0,408.0,55.49,286.5,62.81,53.78,0.094,-0.456,-0.136,-0.647,"$898,491 "
349,Phil Mickelson,2017,85,70.168,0,4.0,734.0,55.05,293.5,62.85,60.0,0.337,-0.058,0.553,1.048,"$2,102,599 "
350,Rory McIlroy,2017,51,69.529,0,6.0,803.0,54.97,316.7,65.94,63.12,-0.304,0.965,0.322,1.212,"$2,430,182 "
351,Smylie Kaufman,2017,76,71.432,0,1.0,316.0,54.79,304.8,65.26,55.18,-0.137,0.091,-0.059,-0.177,"$784,758 "
352,Cody Gribble,2017,79,71.581,1.0,2.0,514.0,54.77,297.2,62.7,54.74,0.461,-0.338,-0.586,-0.524,"$1,305,554 "
353,Charles Howell III,2017,86,70.371,0,5.0,1102.0,54.72,296.9,67.01,62.63,0.172,0.016,0.223,0.492,"$2,606,383 "
354,Ernie Els,2017,52,72.179,0,0,50.0,54.48,283.6,56.6,56.0,0.458,-0.565,-0.504,-0.685,"$155,926 "
355,Sebastiíçn Muí±oz,2017,51,71.263,0,1.0,241.0,54.45,296.0,63.15,56.92,0.358,0.031,-0.077,0.169,"$563,900 "
356,Camilo Villegas,2017,76,70.881,0,2.0,464.0,54.37,288.7,61.88,62.35,0.4,-0.524,0.107,0.218,"$971,420 "
357,Ricky Barnes,2017,100,71.221,0,0,324.0,54.32,284.9,63.53,60.1,0.26,-0.638,0.238,-0.027,"$697,624 "
358,Whee Kim,2017,74,70.964,0,2.0,505.0,54.32,289.4,62.09,62.07,0.443,-0.665,-0.148,-0.232,"$1,125,368 "
359,Stewart Cink,2017,93,70.213,0,3.0,583.0,54.15,295.8,68.54,58.53,0.286,-0.019,0.793,1.043,"$1,463,922 "
360,Brooks Koepka,2017,88,69.847,1.0,6.0,1736.0,54.14,310.5,62.28,56.2,0.581,0.546,0.058,0.954,"$5,612,397 "
361,Justin Thomas,2017,86,69.359,4.0,9.0,2689.0,54.09,309.3,67.33,60.54,0.332,0.452,0.738,1.724,"$9,921,560 "
362,Jason Day,2017,71,70.115,0,3.0,756.0,53.73,306.3,63.98,59.04,0.354,0.311,-0.004,1.109,"$2,978,181 "
363,Charl Schwartzel,2017,63,70.211,0,3.0,727.0,53.59,298.4,61.69,60.5,0.257,-0.023,0.399,0.803,"$2,156,036 "
364,Seamus Power,2017,86,70.543,0,1.0,350.0,53.27,298.1,65.63,63.43,0.174,-0.067,0.202,0.538,"$646,180 "
365,Gonzalo Fernandez-Castaí±o,2017,63,71.484,0,0,118.0,53.26,292.1,62.2,64.3,0.489,-0.375,-0.312,-0.078,"$258,162 "
366,Trey Mullinax,2017,88,71.027,0,1.0,330.0,53.26,308.8,66.24,55.91,-0.057,0.427,-0.195,-0.184,"$758,141 "
367,Seung-Yul Noh,2017,91,70.955,0,3.0,446.0,53.09,298.5,65.58,59.18,0.244,-0.541,0.044,0.186,"$1,080,706 "
368,Patrick Rodgers,2017,76,71.432,0,3.0,639.0,52.9,306.3,65.84,53.63,-0.066,-0.044,-0.529,-0.716,"$1,346,322 "
369,Martin Flores,2017,88,70.885,0,2.0,383.0,52.79,300.6,70.64,57.01,0.242,-0.024,0.047,-0.015,"$830,057 "
370,Patton Kizzire,2017,84,71.598,0,3.0,519.0,52.54,293.0,63.52,54.31,-0.103,-0.744,0.29,-0.578,"$1,110,395 "
371,Kevin Tway,2017,96,70.868,0,3.0,619.0,52.48,309.2,64.71,59.03,0.261,0.288,-0.168,0.433,"$1,472,613 "
372,Brandon Hagy,2017,85,70.875,0,1.0,419.0,52.46,312.7,64.5,60.16,0.109,0.459,-0.393,0.293,"$861,227 "
373,Aaron Baddeley,2017,61,71.483,0,2.0,325.0,52.25,292.6,62.57,59.9,0.044,-0.782,0.256,-0.172,"$755,356 "
374,Carl Pettersson,2017,63,72.419,0,0,74.0,51.94,280.2,57.91,53.91,0.172,-1.123,-0.385,-1.283,"$164,621 "
375,Ryo Ishikawa,2017,56,71.99,0,1.0,148.0,51.92,288.8,63.29,57.84,-0.204,-0.58,-0.328,-1.132,"$319,748 "
