,Player_Name,Year,Rounds,Avg_Score,Wins,Top_10,Points,Fairway_Pct,Avg_Drive_Distance,GIR_Pct,Scrambling_Pct,Avg_SG_Putts,Avg_SG_OTT,Avg_SG_APP,Avg_SG_Total,Earnings
376,Ollie Schniederjans,2017,92,70.704,0,5.0,882.0,51.89,300.7,66.03,58.65,-0.019,0.125,0.309,0.383,"$1,935,669 "
377,Ryan Brehm,2017,83,71.178,0,0,188.0,51.13,310.5,67.5,57.14,-0.149,0.137,-0.06,-0.16,"$396,258 "
378,Harris English,2017,84,70.848,0,2.0,397.0,49.8,301.2,63.73,59.79,0.374,-0.644,0.138,0.017,"$864,959 "
379,J.B. Holmes,2017,83,70.66,0,2.0,543.0,49.75,306.4,62.19,56.12,-0.032,0.533,0.039,0.521,"$1,353,584 "
380,Matt Every,2017,76,72.671,0,0,175.0,48.41,297.7,60.16,48.01,-0.272,-0.734,-0.141,-1.454,"$351,412 "
381,Andrew Loupe,2017,55,72.803,0,1.0,105.0,45.93,311.3,59.83,50.27,-0.242,-0.348,-0.424,-1.416,"$273,070 "
382,Steven Bowditch,2017,59,74.4,0,0,9.0,45.37,287.3,53.54,51.96,-0.15,-1.717,-1.26,-2.889,"$24,650 "
383,Colt Knost,2016,90,70.785,0,3.0,803.0,73.36,269.7,65.25,61.9,0.384,-0.178,0.257,0.324,"$1,594,587 "
384,Thomas Aiken,2016,70,71.326,0,0,268.0,72.36,290.5,70.2,56.21,0.006,0.438,0.101,0.156,"$347,686 "
385,Jerry Kelly,2016,76,70.937,0,2.0,692.0,71.2,278.2,66.67,64.04,-0.214,0.013,0.427,0.167,"$1,328,657 "
386,Brian Stuard,2016,66,71.242,1.0,1.0,680.0,71.07,277.7,63.3,62.16,-0.022,-0.1,-0.11,-0.093,"$1,666,014 "
387,Zac Blair,2016,99,71.49,0,2.0,553.0,69.86,275.3,62.34,62.73,0.195,-0.068,-0.498,-0.37,"$903,459 "
388,Roberto Castro,2016,97,70.588,0,3.0,810.0,69.37,284.2,69.13,60.11,-0.257,0.217,0.437,0.587,"$2,520,574 "
389,Jim Furyk,2016,52,70.13,0,3.0,591.0,69.09,280.8,68.27,57.24,0.067,-0.234,0.465,0.53,"$1,538,204 "
390,Russell Knox,2016,92,70.319,2.0,4.0,2001.0,68.51,285.8,69.73,61.86,-0.054,0.13,0.357,0.506,"$4,885,906 "
391,John Huh,2016,86,71.104,0,3.0,526.0,68.3,284.7,66.21,62.09,-0.209,0.015,0.07,-0.05,"$1,007,219 "
392,Chez Reavie,2016,90,70.661,0,2.0,630.0,68.22,287.3,68.09,62.75,-0.262,0.262,0.567,0.5,"$1,086,964 "
393,David Toms,2016,62,70.872,0,1.0,455.0,67.98,269.7,65.5,61.04,0.132,-0.39,0.36,0.38,"$774,522 "
394,Spencer Levin,2016,104,70.927,0,2.0,644.0,67.79,281.3,66.33,59.41,0.008,0.043,0.003,0.238,"$1,179,882 "
395,Graeme McDowell,2016,63,70.899,1.0,5.0,1142.0,67.7,281.4,64.44,58.85,-0.208,-0.129,0.161,-0.178,"$2,596,170 "
396,Jason Bohn,2016,67,71.126,0,3.0,667.0,67.56,276.3,66.33,56.16,0.032,-0.259,0.272,-0.22,"$1,369,705 "
397,David Lingmerth,2016,84,71.05,0,2.0,859.0,67.36,284.8,63.99,59.57,0.055,0.193,0.116,0.261,"$1,863,783 "
398,Boo Weekley,2016,83,71.0,0,2.0,532.0,66.98,291.5,67.87,58.33,-0.225,0.571,-0.09,0.082,"$991,660 "
399,Emiliano Grillo,2016,93,70.637,1.0,1.0,1109.0,66.93,294.3,68.52,55.1,-0.056,0.446,0.255,0.479,"$3,371,705 "
400,Ryan Moore,2016,86,70.317,1.0,6.0,1235.0,66.52,283.2,65.78,60.12,0.351,-0.112,0.418,0.895,"$3,701,034 "
401,Mark Wilson,2016,66,71.436,0,0,225.0,66.2,274.7,64.96,60.36,-0.155,-0.501,-0.061,-0.554,"$306,866 "
402,K.J. Choi,2016,73,71.093,0,2.0,705.0,66.18,275.3,65.37,61.54,0.352,-0.511,0.166,0.178,"$1,328,448 "
403,David Hearn,2016,95,70.87,0,1.0,599.0,65.94,281.2,68.25,61.14,0.214,-0.303,0.532,0.525,"$1,211,514 "
404,Alex Cejka,2016,71,70.675,0,4.0,754.0,65.89,281.5,67.99,65.03,0.011,-0.292,0.626,0.642,"$1,566,308 "
405,Dicky Pride,2016,55,72.102,0,0,84.0,65.86,278.9,60.9,59.79,0.144,-0.212,-0.856,-0.83,"$101,456 "
406,Matt Kuchar,2016,100,69.844,0,9.0,1349.0,65.67,285.8,67.82,61.51,0.381,0.364,0.326,1.314,"$3,819,678 "
407,Jim Herman,2016,93,71.206,1.0,2.0,923.0,65.59,291.1,65.65,58.96,-0.278,0.466,-0.239,-0.18,"$2,091,274 "
408,Andrew Landry,2016,53,71.143,0,1.0,217.0,65.55,294.7,64.63,61.86,0.654,0.594,-0.892,-0.04,"$373,980 "
409,Abraham Ancer,2016,51,72.137,0,0,147.0,65.42,276.4,61.81,56.67,-0.421,-0.024,-0.34,-0.727,"$162,811 "
410,Billy Hurley III,2016,66,70.846,1.0,1.0,710.0,65.36,277.7,62.71,61.63,0.433,-0.206,0.226,0.348,"$1,770,400 "
411,Kevin Na,2016,96,70.298,0,8.0,1529.0,65.3,279.6,66.73,58.53,0.074,-0.322,0.788,0.627,"$3,441,291 "
412,Kyle Reifers,2016,115,70.965,0,5.0,821.0,65.29,287.3,67.62,55.95,0.102,0.112,0.061,0.148,"$1,539,578 "
413,William McGirt,2016,98,70.393,1.0,7.0,1360.0,65.28,287.6,67.35,60.76,0.36,0.37,0.256,0.958,"$3,614,972 "
414,Zach Johnson,2016,90,70.364,0,5.0,833.0,65.23,280.1,64.53,62.11,0.395,-0.269,0.163,0.609,"$1,718,703 "
415,Kevin Kisner,2016,97,70.489,1.0,6.0,1491.0,64.92,289.0,65.19,56.88,0.667,0.347,-0.136,0.548,"$3,424,354 "
416,Mark Hubbard,2016,101,71.362,0,0,503.0,64.82,280.2,63.52,59.97,0.272,-0.143,-0.189,-0.216,"$642,942 "
417,Scott Langley,2016,65,71.796,0,0,266.0,64.81,285.7,63.93,62.35,0.045,0.105,-0.999,-0.594,"$380,025 "
418,Paul Casey,2016,77,69.95,0,4.0,710.0,64.67,295.2,70.8,61.44,0.112,0.494,0.616,1.372,"$3,885,560 "
419,Keegan Bradley,2016,82,70.741,0,2.0,545.0,64.57,300.0,69.58,54.57,-0.631,0.305,0.419,0.298,"$899,985 "
420,Kyle Stanley,2016,92,70.986,0,0,497.0,64.54,288.1,67.17,55.13,-0.131,0.076,0.258,0.141,"$580,734 "
421,Chad Campbell,2016,90,70.566,0,3.0,633.0,64.39,287.9,68.15,62.21,-0.256,0.145,0.306,0.565,"$1,168,073 "
422,Lucas Glover,2016,75,70.534,0,2.0,587.0,64.37,298.3,71.63,57.18,-0.192,0.565,0.309,0.572,"$948,927 "
423,Kevin Streelman,2016,82,71.054,0,2.0,692.0,64.37,289.1,69.17,52.97,-0.383,0.255,0.203,0.064,"$1,601,177 "
424,Jon Curran,2016,99,71.145,0,3.0,840.0,64.35,271.9,63.02,63.28,0.407,-0.659,0.001,0.053,"$1,902,481 "
425,Ken Duke,2016,58,71.88,0,2.0,309.0,64.18,280.2,59.26,52.53,-0.524,0.04,-0.202,-0.734,"$773,025 "
426,Danny Lee,2016,93,71.118,0,2.0,699.0,64.05,286.6,63.95,57.19,-0.207,0.206,0.287,0.302,"$1,405,722 "
427,Rod Pampling,2016,54,71.607,0,0,122.0,63.95,287.7,64.0,61.73,-0.475,0.222,-0.372,-0.426,"$142,433 "
428,Francesco Molinari,2016,64,70.436,0,3.0,550.0,63.76,286.7,64.93,60.4,-0.296,0.192,0.484,0.562,"$1,083,155 "
429,Scott Brown,2016,88,71.098,0,4.0,643.0,63.65,292.5,65.03,59.03,0.018,0.378,-0.13,0.143,"$1,143,452 "
430,Jason Gore,2016,78,71.627,0,0,307.0,63.63,289.2,66.52,58.3,-0.079,0.202,-0.036,-0.532,"$416,654 "
431,Adam Hadwin,2016,93,70.719,0,2.0,638.0,63.62,290.1,66.07,58.27,0.529,0.152,-0.061,0.526,"$1,067,809 "
432,Whee Kim,2016,82,71.472,0,2.0,444.0,63.48,287.6,65.74,58.0,-0.219,0.252,-0.39,-0.209,"$682,662 "
433,Brian Harman,2016,104,70.996,0,2.0,607.0,63.41,289.7,64.85,61.4,0.485,0.257,-0.622,0.26,"$1,299,801 "
434,Henrik Norlander,2016,71,71.157,0,0,273.0,63.39,288.1,68.24,60.31,0.018,0.093,0.072,0.066,"$290,889 "
435,Steve Stricker,2016,53,69.996,0,3.0,583.0,63.23,278.0,63.0,66.01,0.62,-0.44,-0.003,0.721,"$1,418,647 "
436,Ben Crane,2016,80,70.908,0,1.0,500.0,63.18,280.3,63.6,61.65,0.216,-0.149,-0.006,0.253,"$607,892 "
437,Russell Henley,2016,76,70.558,0,4.0,642.0,63.15,295.6,68.27,61.06,0.193,0.269,0.135,0.56,"$1,228,347 "
438,Scott Pinckney,2016,87,71.524,0,0,258.0,63.05,296.8,69.02,52.53,-0.063,0.511,-0.396,-0.325,"$332,533 "
439,Si Woo Kim,2016,113,70.56,1.0,4.0,1382.0,62.84,293.5,64.83,62.32,-0.109,0.336,-0.131,0.499,"$3,086,369 "
440,Jason Dufner,2016,105,70.212,1.0,5.0,1273.0,62.83,293.2,70.15,56.39,-0.353,0.29,0.469,0.488,"$2,879,884 "
441,Bryce Molder,2016,80,70.901,0,5.0,652.0,62.53,280.2,61.32,65.38,0.553,-0.181,-0.331,0.54,"$1,353,385 "
442,Blayne Barber,2016,84,71.032,0,1.0,520.0,62.37,289.6,66.74,57.62,0.01,0.018,0.127,0.099,"$768,585 "
443,Tim Wilkinson,2016,72,70.704,0,1.0,426.0,62.36,279.3,64.71,63.66,0.336,-0.459,0.425,0.561,"$708,623 "
444,Bill Haas,2016,86,70.444,0,6.0,1129.0,62.34,289.6,67.14,63.3,-0.174,0.068,0.272,0.519,"$2,390,199 "
445,Stuart Appleby,2016,71,70.95,0,0,360.0,62.24,282.7,61.43,63.26,0.202,-0.173,-0.1,0.176,"$500,214 "
446,Rory Sabbatini,2016,57,72.451,0,0,143.0,62.18,287.6,64.3,56.48,-0.945,0.115,-0.628,-1.403,"$150,236 "
447,Webb Simpson,2016,70,70.359,0,2.0,666.0,62.17,286.3,67.14,59.42,-0.482,0.146,0.728,0.667,"$1,450,355 "
448,Ben Martin,2016,92,71.282,0,2.0,741.0,62.14,288.8,66.73,54.84,0.14,0.079,0.081,0.023,"$1,205,730 "
449,Hideki Matsuyama,2016,76,70.034,1.0,7.0,1468.0,62.04,294.5,68.11,60.86,-0.025,0.527,0.774,1.29,"$4,193,954 "
450,Chris Kirk,2016,90,70.92,0,2.0,749.0,62.02,285.9,64.05,62.73,-0.006,0.086,0.369,0.653,"$1,762,335 "
451,Shane Lowry,2016,57,70.64,0,2.0,615.0,61.85,298.7,64.51,53.91,0.06,0.489,-0.137,0.551,"$1,585,436 "
452,Sergio Garcia,2016,54,69.999,1.0,4.0,1306.0,61.76,299.9,70.15,57.66,-0.388,0.737,0.482,0.801,"$3,242,156 "
453,Louis Oosthuizen,2016,63,70.327,0,2.0,769.0,61.67,294.0,68.15,54.21,-0.021,0.387,0.3,0.836,"$2,422,079 "
454,Vaughn Taylor,2016,72,71.028,1.0,1.0,726.0,61.59,287.0,64.43,54.66,-0.424,-0.113,0.612,0.033,"$1,640,750 "
455,Fabiíçn Gí_mez,2016,82,71.346,1.0,3.0,924.0,61.44,289.0,63.71,56.59,0.213,0.009,-0.289,-0.037,"$2,227,040 "
456,Hudson Swafford,2016,104,70.875,0,1.0,603.0,61.43,306.9,68.8,54.97,0.203,0.403,0.275,0.302,"$1,027,314 "
457,Geoff Ogilvy,2016,63,71.464,0,1.0,283.0,61.24,291.9,63.65,56.22,-0.437,-0.081,0.173,-0.187,"$397,595 "
458,Johnson Wagner,2016,86,70.781,0,3.0,598.0,61.13,289.4,69.38,57.81,0.273,0.03,0.219,0.368,"$1,083,787 "
459,Rory McIlroy,2016,69,69.646,0,6.0,973.0,61.06,306.8,69.62,58.7,-0.207,1.23,0.447,1.681,"$5,790,585 "
460,George McNeill,2016,51,71.848,0,0,134.0,60.99,284.5,64.16,53.5,-0.485,-0.415,0.278,-0.791,"$213,895 "
461,Wes Roach,2016,59,71.7,0,0,241.0,60.99,294.7,63.23,56.04,0.299,-0.015,-0.262,-0.316,"$342,098 "
462,Brett Stegmaier,2016,87,70.995,0,3.0,559.0,60.93,295.3,66.8,58.27,-0.06,0.128,0.133,0.048,"$1,086,714 "
463,Troy Merritt,2016,77,71.674,0,1.0,482.0,60.89,287.2,63.13,57.93,0.244,-0.303,-0.138,-0.364,"$922,707 "
464,D.H. Lee,2016,61,73.415,0,0,104.0,60.85,280.4,60.14,50.61,0.042,-0.51,-1.317,-1.778,"$174,683 "
465,Will MacKenzie,2016,84,71.402,0,1.0,317.0,60.81,285.6,66.39,57.23,-0.479,0.032,0.072,-0.304,"$416,033 "
466,James Hahn,2016,85,71.245,1.0,2.0,878.0,60.71,290.9,64.58,55.72,-0.245,-0.025,-0.089,-0.244,"$2,367,521 "
467,Billy Horschel,2016,73,70.548,0,4.0,694.0,60.71,293.0,67.7,54.55,0.076,0.352,0.493,0.81,"$1,744,571 "
468,Chris Stroud,2016,82,71.101,0,1.0,412.0,60.7,286.3,66.6,56.96,0.15,-0.069,0.159,0.121,"$599,176 "
469,Kevin Chappell,2016,93,70.501,0,6.0,1422.0,60.68,296.3,66.37,59.15,-0.31,0.321,0.634,0.77,"$4,501,050 "
470,Padraig Harrington,2016,54,71.032,0,1.0,393.0,60.66,289.6,62.96,60.0,-0.342,-0.292,0.159,-0.067,"$654,929 "
471,Michael Thompson,2016,71,71.204,0,1.0,340.0,60.57,291.4,66.18,57.49,-0.213,-0.07,0.154,-0.072,"$521,983 "
472,Marc Leishman,2016,89,70.554,0,2.0,765.0,60.55,295.0,65.31,60.34,0.252,0.159,-0.092,0.51,"$1,566,824 "
473,Peter Malnati,2016,85,71.686,1.0,3.0,596.0,60.54,279.7,62.09,58.79,0.491,-0.538,-0.532,-0.652,"$1,298,945 "
474,Kelly Kraft,2016,63,71.333,0,1.0,273.0,60.36,289.8,67.42,56.07,0.185,0.009,-0.035,0.039,"$403,437 "
475,Steve Wheatcroft,2016,85,71.429,0,2.0,400.0,60.32,286.2,61.93,60.36,0.153,0.008,-0.394,-0.221,"$601,164 "
476,Brendan Steele,2016,88,70.855,0,2.0,791.0,60.29,302.2,68.72,54.76,-0.257,0.449,0.272,0.275,"$1,589,266 "
477,Graham DeLaet,2016,70,71.074,0,3.0,487.0,60.11,297.9,68.35,52.39,-0.211,0.268,0.601,0.072,"$908,557 "
478,Derek Ernst,2016,59,72.075,0,0,159.0,60.1,294.6,66.18,60.52,-0.556,0.152,-0.291,-0.683,"$190,736 "
479,John Senden,2016,88,70.717,0,1.0,577.0,60.07,289.7,68.86,59.13,0.329,0.232,0.198,0.51,"$989,841 "
480,Sam Saunders,2016,69,71.427,0,2.0,324.0,59.78,291.8,64.36,56.59,0.06,-0.191,-0.105,-0.232,"$510,079 "
481,Cameron Tringale,2016,81,71.256,0,1.0,539.0,59.57,285.1,65.66,57.14,0.057,-0.443,0.257,-0.024,"$1,064,066 "
482,D.A. Points,2016,55,71.655,0,0,167.0,59.47,282.3,65.36,57.86,-0.596,-0.492,0.64,-0.406,"$305,250 "
483,Scott Piercy,2016,87,70.855,0,3.0,1077.0,59.41,297.9,67.33,57.29,-0.286,0.448,0.039,0.192,"$2,905,349 "
484,Sung Kang,2016,89,70.856,0,2.0,473.0,59.36,292.4,65.26,59.74,0.186,-0.009,-0.121,0.004,"$979,576 "
485,Willy Wilcox,2016,67,71.055,0,2.0,399.0,59.34,292.9,63.42,58.18,-0.027,0.04,0.159,-0.089,"$676,841 "
486,J.J. Henry,2016,68,72.019,0,0,162.0,59.33,287.3,67.51,53.11,-0.237,-0.144,-0.226,-0.711,"$280,674 "
487,Harold Varner III,2016,92,71.045,0,4.0,643.0,59.33,302.0,66.24,56.53,-0.377,0.529,0.021,0.101,"$1,327,320 "
488,Jeff Overton,2016,69,71.466,0,1.0,289.0,59.25,285.0,63.85,63.59,-0.416,-0.054,-0.157,-0.492,"$410,246 "
489,Greg Owen,2016,85,71.677,0,1.0,319.0,59.22,297.7,69.75,51.7,-0.947,0.28,0.532,-0.415,"$484,955 "
490,Cameron Smith,2016,73,71.759,0,0,304.0,59.21,286.3,62.72,55.29,-0.057,-0.357,-0.286,-0.763,"$477,843 "
491,Brendon de Jonge,2016,83,71.603,0,0,304.0,59.19,287.5,65.64,56.49,0.156,-0.23,-0.196,-0.332,"$415,583 "
492,Freddie Jacobson,2016,86,70.809,0,3.0,714.0,59.03,280.3,64.86,60.29,0.478,-0.349,-0.129,0.047,"$1,354,196 "
493,Martin Piller,2016,59,71.813,0,2.0,278.0,58.97,286.6,64.33,58.47,0.562,-0.253,-0.478,-0.4,"$570,740 "
494,Sean O'Hair,2016,89,70.677,0,1.0,536.0,58.84,302.2,67.17,57.79,0.208,0.325,-0.187,0.371,"$1,702,713 "
495,Rickie Fowler,2016,80,70.118,0,7.0,1131.0,58.69,301.6,69.26,62.21,0.153,0.529,0.308,1.378,"$2,713,563 "
496,Brandt Snedeker,2016,93,70.203,1.0,7.0,1717.0,58.69,292.6,65.67,62.73,0.343,0.032,0.176,0.86,"$3,960,142 "
497,Daniel Summerhays,2016,99,70.771,0,2.0,963.0,58.65,288.0,63.02,57.21,0.592,-0.126,-0.257,0.236,"$2,045,968 "
498,Michael Kim,2016,100,71.203,0,0,500.0,58.64,284.3,62.96,61.25,0.277,-0.151,-0.105,-0.089,"$664,539 "
499,Brooks Koepka,2016,75,69.956,0,7.0,1348.0,58.6,302.6,66.98,55.53,0.445,0.542,0.139,1.092,"$3,322,393 "
500,Steve Marino,2016,72,71.467,0,2.0,429.0,58.46,292.0,66.01,56.97,0.045,0.112,-0.343,-0.458,"$768,200 "
501,Jason Kokrak,2016,89,70.57,0,2.0,721.0,58.41,307.4,68.66,58.37,-0.27,0.603,0.426,0.56,"$1,934,250 "
502,Stewart Cink,2016,61,70.846,0,0,331.0,58.4,296.9,70.4,53.54,-0.398,-0.049,0.492,0.062,"$437,855 "
503,Shawn Stefani,2016,91,71.287,0,1.0,459.0,58.4,292.1,66.48,60.57,-0.336,0.003,0.073,-0.144,"$698,102 "
504,Hiroshi Iwata,2016,85,71.693,0,1.0,339.0,58.34,288.8,59.5,59.34,0.154,-0.127,-0.606,-0.621,"$634,862 "
505,Jordan Spieth,2016,80,69.52,2.0,6.0,1965.0,58.14,295.4,63.52,63.93,0.758,0.402,0.145,1.569,"$5,538,470 "
506,íngel Cabrera,2016,62,72.175,0,0,187.0,58.06,294.6,63.08,55.1,-0.352,0.085,-0.254,-1.061,"$277,118 "
507,Brendon Todd,2016,66,72.728,0,0,60.0,58.02,280.1,54.23,61.46,0.462,-1.043,-1.424,-1.593,"$75,772 "
508,Tyler Aldridge,2016,83,71.412,0,0,384.0,57.95,285.2,65.54,57.96,-0.129,-0.115,-0.031,-0.24,"$517,738 "
509,Justin Rose,2016,65,70.148,0,5.0,829.0,57.9,303.9,67.92,58.1,-0.197,0.678,0.409,1.128,"$2,085,365 "
510,Ryan Palmer,2016,86,70.229,0,2.0,731.0,57.88,304.7,67.83,57.63,-0.094,0.625,0.234,0.774,"$1,794,141 "
511,Morgan Hoffmann,2016,71,71.372,0,1.0,424.0,57.8,294.4,63.27,58.24,0.208,-0.07,-0.192,-0.116,"$717,890 "
512,Jonas Blixt,2016,79,71.19,0,2.0,572.0,57.79,290.3,60.96,61.05,0.52,-0.287,-0.361,-0.101,"$1,115,322 "
513,Patrick Rodgers,2016,89,70.833,0,3.0,739.0,57.74,300.5,69.22,58.17,-0.193,0.356,-0.009,0.311,"$1,290,336 "
514,Matt Jones,2016,83,71.223,0,0,445.0,57.55,294.8,63.96,56.26,-0.306,0.013,-0.272,-0.376,"$712,723 "
515,Robert Streb,2016,87,71.223,0,1.0,590.0,57.48,294.7,66.2,55.77,-0.432,0.062,0.279,0.122,"$1,003,363 "
516,Chad Collins,2016,73,71.532,0,1.0,402.0,57.41,279.3,62.4,60.53,-0.004,-0.629,-0.226,-0.452,"$734,548 "
517,Jamie Lovemark,2016,91,70.896,0,5.0,904.0,57.32,304.8,65.32,61.44,0.142,0.532,-0.497,0.463,"$1,940,890 "
518,Bronson Burgoon,2016,83,71.132,0,0,428.0,57.3,293.1,66.24,58.33,0.015,0.073,0.127,-0.202,"$557,020 "
519,Nick Taylor,2016,83,71.281,0,1.0,441.0,57.21,296.2,65.82,59.26,-0.154,0.149,0.06,-0.068,"$628,756 "
520,Dustin Johnson,2016,87,69.172,2.0,12.0,2701.0,57.17,313.6,67.82,59.58,0.328,1.117,0.477,1.993,"$9,365,185 "
521,Hunter Mahan,2016,61,72.105,0,0,174.0,57.13,294.8,62.75,55.26,0.291,0.034,-0.787,-0.773,"$230,694 "
522,Scott Stallings,2016,74,70.966,0,1.0,443.0,56.95,295.5,66.11,58.08,-0.291,0.225,0.201,0.158,"$697,434 "
523,Dawie van der Walt,2016,72,71.376,0,0,239.0,56.89,290.2,66.75,52.03,-0.061,-0.013,0.21,-0.274,"$301,697 "
524,Charl Schwartzel,2016,73,70.004,1.0,3.0,1127.0,56.86,296.7,68.73,59.64,-0.137,0.304,0.652,1.043,"$2,936,027 "
525,Vijay Singh,2016,72,71.057,0,2.0,586.0,56.73,289.8,62.73,56.52,-0.093,0.023,-0.01,0.128,"$1,210,104 "
526,Luke Donald,2016,81,70.918,0,2.0,849.0,56.69,282.9,64.61,64.15,0.148,-0.665,0.465,0.378,"$1,634,515 "
527,Gary Woodland,2016,95,70.234,0,2.0,907.0,56.69,306.1,68.74,60.16,-0.13,0.547,0.463,0.968,"$2,392,044 "
528,Daniel Berger,2016,92,70.339,1.0,5.0,1254.0,56.68,298.4,67.67,56.95,0.175,0.329,0.49,0.893,"$3,290,764 "
529,Chesson Hadley,2016,81,71.541,0,0,293.0,56.58,296.5,65.26,54.05,-0.165,-0.038,0.133,-0.213,"$503,993 "
530,Jhonattan Vegas,2016,97,70.903,1.0,5.0,1119.0,56.57,304.4,69.71,58.97,0.098,0.478,0.15,0.604,"$2,478,980 "
531,Retief Goosen,2016,55,70.581,0,0,380.0,56.4,288.8,62.73,60.16,0.462,-0.385,0.08,0.613,"$745,735 "
532,Anirban Lahiri,2016,72,71.139,0,1.0,494.0,56.31,291.7,62.88,56.4,-0.02,0.025,0.143,0.068,"$835,171 "
533,Patrick Reed,2016,105,70.17,0,9.0,1575.0,55.96,297.4,64.65,63.97,0.28,0.183,0.158,1.026,"$5,679,575 "
534,Tom Hoge,2016,81,71.444,0,2.0,349.0,55.81,289.5,62.48,58.46,-0.069,-0.315,0.236,-0.323,"$561,559 "
535,Adam Scott,2016,79,69.47,2.0,5.0,2063.0,55.55,304.6,70.76,59.5,-0.168,0.522,1.491,1.894,"$6,473,090 "
536,Luke Guthrie,2016,57,71.416,0,1.0,234.0,55.53,289.3,63.13,60.55,0.404,-0.819,-0.075,-0.444,"$427,442 "
537,Aaron Baddeley,2016,93,70.888,1.0,5.0,874.0,55.42,291.7,63.11,64.3,0.581,-0.363,-0.382,0.234,"$1,644,915 "
538,Rob Oppenheim,2016,67,71.435,0,1.0,300.0,55.28,281.2,63.58,59.56,-0.046,-0.716,0.285,-0.322,"$462,427 "
539,Patton Kizzire,2016,93,70.921,0,5.0,760.0,55.23,291.3,64.48,56.24,0.46,-0.343,0.37,0.382,"$1,468,624 "
540,Branden Grace,2016,63,70.204,1.0,6.0,1187.0,55.14,295.6,66.76,59.05,-0.105,0.326,0.603,0.855,"$2,878,868 "
541,Martin Laird,2016,82,70.867,0,3.0,605.0,55.14,298.5,67.66,58.37,0.157,-0.213,0.297,0.297,"$1,224,680 "
542,Bubba Watson,2016,72,70.333,1.0,3.0,1235.0,55.11,310.6,69.16,52.74,-0.367,0.983,0.393,0.992,"$3,492,842 "
543,Robert Allenby,2016,51,73.117,0,0,9.0,55.06,282.2,63.73,50.75,-0.491,-0.631,-0.46,-1.95,"$25,271 "
544,Harris English,2016,97,70.463,0,3.0,1032.0,55.01,299.2,64.83,60.1,0.592,-0.344,0.2,0.574,"$2,014,283 "
545,Phil Mickelson,2016,75,69.582,0,6.0,1532.0,54.82,294.8,66.05,64.32,0.565,-0.145,0.726,1.364,"$4,022,628 "
546,Charley Hoffman,2016,91,70.658,1.0,1.0,1087.0,54.8,298.2,64.58,57.75,-0.036,0.496,0.188,0.562,"$2,350,239 "
547,Andres Gonzales,2016,80,71.681,0,1.0,307.0,54.55,294.7,66.17,55.79,0.008,-0.222,-0.112,-0.462,"$579,667 "
548,Ricky Barnes,2016,97,70.784,0,4.0,718.0,54.27,287.6,65.77,59.86,0.386,-0.518,0.199,0.295,"$1,158,800 "
549,Justin Thomas,2016,99,70.571,1.0,5.0,1512.0,53.94,301.3,65.63,55.56,-0.185,0.029,0.494,0.32,"$4,126,366 "
550,Robert Garrigus,2016,69,70.848,0,3.0,558.0,53.91,303.3,69.32,53.48,-0.213,0.401,0.685,0.632,"$1,024,900 "
551,Erik Compton,2016,65,71.884,0,0,236.0,53.64,284.7,58.64,56.93,-0.019,-0.354,-0.393,-0.698,"$247,903 "
552,Ernie Els,2016,66,71.371,0,1.0,273.0,52.93,292.8,61.2,54.66,0.405,0.065,-0.48,-0.024,"$559,024 "
553,Smylie Kaufman,2016,91,71.015,1.0,4.0,1181.0,52.91,299.0,66.29,54.87,0.134,0.082,0.065,0.322,"$2,508,174 "
554,Tyrone Van Aswegen,2016,105,71.189,0,2.0,550.0,52.91,288.0,64.81,60.84,-0.078,-0.5,0.544,-0.054,"$1,025,632 "
555,Carlos Ortiz,2016,79,71.906,0,0,238.0,52.77,298.9,64.44,50.0,-0.223,-0.321,0.122,-0.701,"$263,466 "
556,Charles Howell III,2016,91,70.418,0,5.0,931.0,52.6,303.4,68.01,60.88,0.133,0.131,0.082,0.673,"$1,974,962 "
557,Tony Finau,2016,95,70.797,1.0,2.0,864.0,52.48,312.2,65.09,57.96,-0.108,0.455,-0.174,0.118,"$1,814,790 "
558,Rhein Gibson,2016,58,72.086,0,0,113.0,52.45,297.5,68.11,54.84,-0.266,-0.067,0.0,-0.708,"$155,578 "
559,Camilo Villegas,2016,83,71.44,0,0,313.0,52.18,287.0,62.1,59.55,0.203,-0.764,0.08,-0.369,"$450,056 "
560,Derek Fathauer,2016,94,71.073,0,1.0,491.0,52.02,288.2,62.0,59.1,0.353,-0.514,-0.227,-0.399,"$898,430 "
561,J.B. Holmes,2016,77,70.523,0,5.0,956.0,51.68,314.5,65.17,56.68,-0.153,0.633,-0.208,0.481,"$2,969,608 "
562,Luke List,2016,79,70.754,0,2.0,481.0,50.98,306.9,67.17,60.88,-0.273,0.427,0.278,0.436,"$751,001 "
563,Jason Day,2016,76,69.313,3.0,9.0,2735.0,50.46,304.2,67.23,61.92,1.13,0.186,0.426,2.118,"$8,045,112 "
564,Seung-Yul Noh,2016,85,71.061,0,1.0,454.0,49.12,295.3,64.54,57.25,0.176,-0.637,0.114,0.026,"$661,711 "
565,Jimmy Walker,2016,85,70.393,1.0,4.0,1352.0,48.31,301.3,63.96,57.71,0.243,-0.141,0.58,0.892,"$4,148,546 "
566,Andrew Loupe,2016,75,71.423,0,4.0,535.0,45.56,309.3,63.41,52.83,0.301,0.038,-0.295,-0.115,"$1,075,276 "
567,Steven Bowditch,2016,71,74.262,0,1.0,192.0,43.02,288.9,54.46,49.14,0.131,-1.616,-1.68,-3.209,"$458,891 "
